transaction_month,state,category,age_bucket,amount_bucket,total_transactions,total_revenue,total_profit,avg_transaction_value,unique_customers
2014-05,Massachusetts,Office Supplies,45-59,Medium (50-500),2,693.74,288.3,346.87,1
2014-05,Michigan,Office Supplies,35-44,Medium (50-500),1,57.42,26.41,57.42,1
2014-05,Michigan,Office Supplies,45-59,Low (<50),1,46.8,21.06,46.8,1
2014-05,Mississippi,Technology,60+,High (500-1500),1,659.97,197.99,659.97,1
2014-05,Mississippi,Technology,60+,Medium (50-500),1,113.73,32.98,113.73,1
2014-05,New Hampshire,Furniture,45-59,Medium (50-500),1,139.86,60.14,139.86,1
2014-05,New Hampshire,Office Supplies,45-59,Low (<50),2,71.8,21.26,35.9,1
2014-05,New York,Office Supplies,25-34,Medium (50-500),1,70.37,26.39,70.37,1
2014-05,New York,Office Supplies,35-44,Low (<50),3,58.91,15.68,19.64,2
2014-05,New York,Office Supplies,35-44,Medium (50-500),1,208.16,56.2,208.16,1
2014-05,New York,Office Supplies,45-59,Low (<50),3,80.16,33.66,26.72,2
2014-05,New York,Office Supplies,45-59,Medium (50-500),1,235.95,77.86,235.95,1
2014-05,New York,Office Supplies,60+,Low (<50),2,51.07,18.51,25.54,1
2014-05,New York,Technology,45-59,Medium (50-500),1,464.0,134.56,464.0,1
2014-05,Ohio,Furniture,45-59,Medium (50-500),1,149.23,3.73,149.23,1
2014-05,Ohio,Office Supplies,45-59,Low (<50),2,42.07,7.74,21.04,2
2014-05,Ohio,Technology,45-59,High (500-1500),1,779.8,-168.96,779.8,1
2014-05,Pennsylvania,Furniture,25-34,Medium (50-500),1,349.96,-216.98,349.96,1
2014-05,Pennsylvania,Office Supplies,25-34,Low (<50),1,22.32,5.3,22.32,1
2014-05,Pennsylvania,Office Supplies,45-59,Low (<50),2,24.45,-0.24,12.22,1
2014-05,Pennsylvania,Technology,45-59,Medium (50-500),1,55.19,-10.12,55.19,1
2014-05,Pennsylvania,Technology,60+,Very High (1500+),1,1799.97,240.0,1799.97,1
2014-05,Texas,Furniture,35-44,Low (<50),1,10.33,-5.94,10.33,1
2014-05,Texas,Furniture,45-59,Medium (50-500),1,107.77,-29.25,107.77,1
2014-05,Texas,Furniture,60+,High (500-1500),1,1212.96,-69.31,1212.96,1
2014-05,Texas,Furniture,60+,Medium (50-500),2,193.98,-93.43,96.99,2
2014-05,Texas,Office Supplies,18-24,Low (<50),1,3.98,1.44,3.98,1
2014-05,Texas,Office Supplies,25-34,Low (<50),2,43.31,4.68,21.66,1
2014-05,Texas,Office Supplies,35-44,Low (<50),1,10.37,3.63,10.37,1
2014-05,Texas,Office Supplies,35-44,Medium (50-500),1,66.96,-13.39,66.96,1
2014-05,Texas,Office Supplies,45-59,Low (<50),2,23.07,-29.38,11.54,1
2014-05,Texas,Office Supplies,45-59,Medium (50-500),1,56.06,21.02,56.06,1
2014-05,Texas,Technology,35-44,Low (<50),2,67.65,3.98,33.82,2
2014-05,Texas,Technology,60+,Medium (50-500),2,158.9,13.56,79.45,1
2014-05,Utah,Office Supplies,35-44,Medium (50-500),1,55.5,9.99,55.5,1
2014-05,Utah,Office Supplies,60+,Low (<50),1,48.4,23.23,48.4,1
2014-05,Virginia,Office Supplies,25-34,Low (<50),1,13.62,6.13,13.62,1
2014-05,Virginia,Office Supplies,45-59,Low (<50),2,47.32,22.0,23.66,1
2014-05,Virginia,Office Supplies,60+,Low (<50),1,34.2,9.23,34.2,1
2014-05,Virginia,Office Supplies,60+,Very High (1500+),1,2715.93,1276.49,2715.93,1
2014-05,Virginia,Technology,60+,High (500-1500),1,617.97,173.03,617.97,1
2014-05,Washington,Furniture,18-24,Low (<50),1,12.18,3.9,12.18,1
2014-05,Washington,Office Supplies,18-24,Medium (50-500),1,57.68,19.03,57.68,1
2014-05,Washington,Office Supplies,25-34,Medium (50-500),1,158.13,77.48,158.13,1
2014-05,Washington,Office Supplies,35-44,Low (<50),1,12.96,6.22,12.96,1
2014-05,Washington,Office Supplies,35-44,Medium (50-500),1,136.96,51.36,136.96,1
2014-05,Washington,Technology,25-34,Low (<50),1,43.6,4.36,43.6,1
2014-05,Washington,Technology,35-44,Low (<50),1,27.6,2.21,27.6,1
2014-05,Washington,Technology,35-44,Medium (50-500),1,57.41,5.74,57.41,1
2014-05,Wisconsin,Furniture,45-59,Low (<50),1,34.79,10.78,34.79,1
2014-05,Wisconsin,Office Supplies,45-59,Medium (50-500),1,91.68,45.84,91.68,1
2014-05,Wisconsin,Office Supplies,60+,Low (<50),1,21.56,10.35,21.56,1
2014-06,Arizona,Furniture,60+,Low (<50),1,4.27,0.96,4.27,1
2014-06,Arizona,Office Supplies,25-34,Low (<50),1,8.23,-6.03,8.23,1
2014-06,Arkansas,Furniture,35-44,Low (<50),1,22.2,9.1,22.2,1
2014-06,Arkansas,Technology,35-44,High (500-1500),1,881.93,229.3,881.93,1
2014-06,California,Furniture,25-34,Low (<50),1,48.86,14.17,48.86,1
2014-06,California,Furniture,25-34,Very High (1500+),1,1706.18,85.31,1706.18,1
2014-06,California,Furniture,60+,Medium (50-500),1,447.84,11.2,447.84,1
2014-06,California,Office Supplies,25-34,Low (<50),4,56.24,18.52,14.06,2
2014-06,California,Office Supplies,25-34,Medium (50-500),1,114.9,34.47,114.9,1
2014-06,California,Office Supplies,35-44,Low (<50),1,14.52,4.79,14.52,1
2014-06,California,Office Supplies,45-59,Low (<50),1,32.4,10.37,32.4,1
2014-06,California,Technology,25-34,High (500-1500),2,1818.58,159.07,909.29,1
2014-06,California,Technology,45-59,Medium (50-500),1,139.8,12.23,139.8,1
2014-06,Colorado,Office Supplies,60+,Low (<50),2,36.25,-24.91,18.13,1
2014-06,Colorado,Technology,60+,Medium (50-500),1,196.75,56.57,196.75,1
2014-06,Connecticut,Office Supplies,35-44,Low (<50),1,21.4,6.21,21.4,1
2014-06,Delaware,Technology,25-34,Medium (50-500),1,65.97,31.01,65.97,1
2014-06,Florida,Office Supplies,60+,Low (<50),1,1.36,-0.91,1.36,1
2014-06,Florida,Office Supplies,60+,Medium (50-500),1,62.02,22.48,62.02,1
2014-06,Georgia,Office Supplies,60+,Low (<50),1,8.56,2.65,8.56,1
2014-06,Georgia,Office Supplies,60+,Medium (50-500),1,356.94,107.08,356.94,1
2014-06,Georgia,Technology,60+,Medium (50-500),1,239.97,67.19,239.97,1
2014-06,Illinois,Furniture,45-59,Medium (50-500),2,330.48,-249.77,165.24,2
2014-06,Illinois,Office Supplies,35-44,Low (<50),1,5.25,1.64,5.25,1
2014-06,Illinois,Office Supplies,45-59,Low (<50),4,66.97,-48.77,16.74,3
2014-06,Illinois,Office Supplies,45-59,Medium (50-500),1,132.7,9.95,132.7,1
2014-06,Illinois,Office Supplies,60+,Medium (50-500),1,62.02,22.48,62.02,1
2014-06,Indiana,Furniture,18-24,High (500-1500),1,647.84,32.39,647.84,1
2014-06,Michigan,Furniture,45-59,Medium (50-500),1,212.94,57.49,212.94,1
2014-06,Michigan,Office Supplies,25-34,Low (<50),1,6.08,3.04,6.08,1
2014-06,Michigan,Office Supplies,35-44,Medium (50-500),2,204.08,78.88,102.04,1
2014-06,Michigan,Office Supplies,60+,Low (<50),1,15.28,7.49,15.28,1
2014-06,Michigan,Office Supplies,60+,Medium (50-500),1,491.55,240.86,491.55,1
2014-06,Minnesota,Furniture,25-34,Very High (1500+),1,2001.86,580.54,2001.86,1
2014-06,Minnesota,Office Supplies,25-34,High (500-1500),1,501.81,0.0,501.81,1
2014-06,Minnesota,Office Supplies,25-34,Low (<50),2,73.8,36.38,36.9,1
2014-06,Minnesota,Office Supplies,25-34,Medium (50-500),2,328.66,51.4,164.33,2
2014-06,Minnesota,Office Supplies,25-34,Very High (1500+),1,1503.25,496.07,1503.25,1
2014-06,Mississippi,Furniture,60+,Medium (50-500),1,85.98,22.35,85.98,1
2014-06,Mississippi,Office Supplies,60+,Medium (50-500),1,306.2,0.0,306.2,1
2014-06,Mississippi,Technology,60+,Medium (50-500),1,223.96,53.75,223.96,1
2014-06,Nevada,Furniture,35-44,Low (<50),1,37.4,14.21,37.4,1
2014-06,Nevada,Office Supplies,35-44,Low (<50),1,18.06,4.7,18.06,1
2014-06,Nevada,Office Supplies,35-44,Medium (50-500),1,79.14,36.4,79.14,1
2014-06,New Jersey,Office Supplies,18-24,Low (<50),1,3.76,1.09,3.76,1
2014-06,New Jersey,Office Supplies,45-59,Low (<50),1,45.48,20.92,45.48,1
2014-06,New Jersey,Office Supplies,45-59,Medium (50-500),1,289.2,83.87,289.2,1
2014-06,New Jersey,Technology,18-24,High (500-1500),1,1322.93,357.19,1322.93,1
2014-06,New York,Furniture,35-44,High (500-1500),1,991.76,-347.12,991.76,1
2014-06,New York,Furniture,45-59,Low (<50),1,13.96,6.7,13.96,1
2014-06,New York,Furniture,45-59,Medium (50-500),2,410.53,-23.12,205.26,1
2014-06,New York,Office Supplies,25-34,Low (<50),1,19.65,9.04,19.65,1
2014-06,New York,Office Supplies,25-34,Medium (50-500),1,59.7,26.86,59.7,1
2014-06,New York,Office Supplies,35-44,Low (<50),4,133.09,48.75,33.27,2
2014-06,New York,Office Supplies,35-44,Medium (50-500),2,484.31,159.27,242.16,2
2014-06,New York,Office Supplies,45-59,Low (<50),1,15.56,4.05,15.56,1
2014-06,New York,Office Supplies,45-59,Medium (50-500),1,68.48,25.68,68.48,1
2014-06,New York,Office Supplies,45-59,Very High (1500+),1,1676.88,83.84,1676.88,1
2014-06,New York,Office Supplies,60+,Low (<50),4,36.57,13.56,9.14,3
2014-06,New York,Technology,25-34,High (500-1500),2,1832.82,512.98,916.41,2
2014-06,North Carolina,Office Supplies,25-34,Medium (50-500),1,310.69,108.74,310.69,1
2014-06,North Carolina,Office Supplies,45-59,Low (<50),2,23.12,2.1,11.56,1
2014-06,Ohio,Office Supplies,45-59,Low (<50),1,16.22,5.88,16.22,1
2014-06,Ohio,Office Supplies,60+,Low (<50),1,32.76,3.69,32.76,1
2014-06,Oklahoma,Office Supplies,60+,Low (<50),1,3.52,1.69,3.52,1
2014-06,Oklahoma,Office Supplies,60+,Medium (50-500),1,471.9,155.73,471.9,1
2014-06,Oregon,Office Supplies,60+,Low (<50),1,9.33,0.82,9.33,1
2014-06,Oregon,Office Supplies,60+,Medium (50-500),1,71.63,17.91,71.63,1
2014-06,Oregon,Technology,60+,Medium (50-500),1,263.96,19.8,263.96,1
2014-06,Pennsylvania,Furniture,25-34,High (500-1500),1,1228.46,0.0,1228.46,1
2014-06,Pennsylvania,Furniture,35-44,Low (<50),1,3.98,0.65,3.98,1
2014-06,Pennsylvania,Furniture,45-59,High (500-1500),1,853.93,0.0,853.93,1
2014-06,Pennsylvania,Furniture,45-59,Medium (50-500),1,170.06,-4.86,170.06,1
2014-06,Pennsylvania,Office Supplies,25-34,Low (<50),3,75.73,-10.71,25.24,1
2014-06,Pennsylvania,Office Supplies,25-34,Medium (50-500),1,335.52,117.43,335.52,1
2014-06,Pennsylvania,Office Supplies,35-44,Low (<50),3,78.32,5.08,26.11,1
2014-06,Pennsylvania,Technology,35-44,Medium (50-500),2,302.96,-143.7,151.48,1
2014-06,Pennsylvania,Technology,45-59,Medium (50-500),2,169.16,-14.1,84.58,2
2014-06,Tennessee,Furniture,60+,Medium (50-500),1,170.35,10.65,170.35,1
2014-06,Texas,Furniture,18-24,High (500-1500),1,797.94,-57.0,797.94,1
2014-06,Texas,Furniture,18-24,Medium (50-500),1,99.92,-18.56,99.92,1
2014-06,Texas,Furniture,35-44,Medium (50-500),1,193.07,-19.87,193.07,1
2014-06,Texas,Office Supplies,18-24,Low (<50),1,8.57,-14.57,8.57,1
2014-06,Texas,Office Supplies,18-24,Medium (50-500),1,70.37,6.16,70.37,1
2014-06,Texas,Office Supplies,25-34,Medium (50-500),1,100.24,33.83,100.24,1
2014-06,Texas,Office Supplies,35-44,High (500-1500),1,509.49,-127.37,509.49,1
2014-06,Texas,Office Supplies,35-44,Low (<50),4,67.14,16.31,16.78,2
2014-06,Texas,Office Supplies,60+,Low (<50),2,47.23,16.26,23.62,1
2014-06,Texas,Technology,18-24,Low (<50),1,7.99,0.6,7.99,1
2014-06,Texas,Technology,18-24,Medium (50-500),1,63.98,10.4,63.98,1
2014-06,Texas,Technology,35-44,Medium (50-500),2,620.38,-77.56,310.19,1
2014-06,Utah,Furniture,25-34,Medium (50-500),1,73.32,22.0,73.32,1
2014-06,Utah,Office Supplies,25-34,Medium (50-500),1,59.81,19.44,59.81,1
2014-06,Virginia,Furniture,60+,High (500-1500),1,1441.3,245.02,1441.3,1
2014-06,Virginia,Furniture,60+,Medium (50-500),1,104.01,14.56,104.01,1
2014-06,Virginia,Office Supplies,60+,Low (<50),1,36.84,10.32,36.84,1
2014-06,Virginia,Technology,60+,Medium (50-500),1,284.82,74.05,284.82,1
2014-06,Washington,Furniture,18-24,High (500-1500),2,1101.43,186.69,550.72,2
2014-06,Washington,Furniture,45-59,Low (<50),1,6.24,2.62,6.24,1
2014-06,Washington,Office Supplies,45-59,Low (<50),1,17.9,8.95,17.9,1
2014-06,Washington,Office Supplies,45-59,Very High (1500+),1,3266.38,1061.57,3266.38,1
2014-07,Arizona,Furniture,18-24,Medium (50-500),1,259.14,-25.91,259.14,1
2014-07,Arizona,Office Supplies,25-34,Low (<50),2,17.4,-4.79,8.7,1
2014-07,Arizona,Office Supplies,60+,Medium (50-500),1,55.92,6.29,55.92,1
2014-07,Arizona,Technology,25-34,High (500-1500),1,1023.94,179.19,1023.94,1
2014-07,Arizona,Technology,25-34,Medium (50-500),1,479.04,-29.94,479.04,1
2014-07,California,Furniture,25-34,High (500-1500),1,698.35,-17.46,698.35,1
2014-07,California,Furniture,45-59,Medium (50-500),2,598.31,54.9,299.16,2
2014-07,California,Furniture,60+,High (500-1500),3,2021.78,33.93,673.93,3
2014-07,California,Furniture,60+,Low (<50),1,43.02,15.49,43.02,1
2014-07,California,Furniture,60+,Medium (50-500),4,872.34,85.12,218.08,4
2014-07,California,Office Supplies,18-24,Low (<50),2,42.51,17.22,21.26,2
2014-07,California,Office Supplies,18-24,Medium (50-500),1,89.71,30.28,89.71,1
2014-07,California,Office Supplies,25-34,Low (<50),1,7.71,2.8,7.71,1
2014-07,California,Office Supplies,35-44,High (500-1500),1,535.41,160.62,535.41,1
2014-07,California,Office Supplies,35-44,Low (<50),2,25.08,9.67,12.54,1
2014-07,California,Office Supplies,45-59,Low (<50),5,74.26,30.1,14.85,2
2014-07,California,Office Supplies,45-59,Medium (50-500),1,249.75,44.96,249.75,1
2014-07,California,Office Supplies,60+,Low (<50),7,149.55,47.56,21.36,4
2014-07,California,Office Supplies,60+,Medium (50-500),7,1148.21,296.45,164.03,7
2014-07,California,Office Supplies,60+,Very High (1500+),1,8187.65,327.51,8187.65,1
2014-07,California,Technology,35-44,Low (<50),1,41.94,15.1,41.94,1
2014-07,California,Technology,35-44,Medium (50-500),1,238.0,38.08,238.0,1
2014-07,California,Technology,45-59,Medium (50-500),1,255.94,28.79,255.94,1
2014-07,California,Technology,60+,High (500-1500),1,604.75,60.48,604.75,1
2014-07,California,Technology,60+,Low (<50),1,45.0,4.95,45.0,1
2014-07,California,Technology,60+,Medium (50-500),1,302.38,37.8,302.38,1
2014-07,Colorado,Office Supplies,60+,Low (<50),1,32.43,3.24,32.43,1
2014-07,Colorado,Office Supplies,60+,Medium (50-500),1,177.54,62.14,177.54,1
2014-07,Connecticut,Furniture,35-44,Medium (50-500),1,70.56,-4.03,70.56,1
2014-07,Connecticut,Office Supplies,35-44,Low (<50),2,24.69,11.43,12.34,1
2014-07,Connecticut,Technology,35-44,Medium (50-500),1,359.98,93.59,359.98,1
2014-07,Delaware,Office Supplies,60+,Low (<50),1,39.48,11.05,39.48,1
2014-07,Florida,Furniture,35-44,Medium (50-500),1,129.89,12.99,129.89,1
2014-07,Florida,Furniture,60+,Low (<50),1,19.52,5.37,19.52,1
2014-07,Florida,Furniture,60+,Medium (50-500),1,213.22,15.99,213.22,1
2014-07,Florida,Office Supplies,35-44,Low (<50),2,63.26,21.71,31.63,1
2014-07,Florida,Office Supplies,45-59,Low (<50),1,5.18,-3.63,5.18,1
2014-07,Florida,Office Supplies,60+,Low (<50),1,9.81,-6.87,9.81,1
2014-07,Florida,Technology,45-59,High (500-1500),1,575.92,71.99,575.92,1
2014-07,Georgia,Furniture,60+,Low (<50),1,25.71,9.26,25.71,1
2014-07,Georgia,Furniture,60+,Medium (50-500),1,67.88,18.33,67.88,1
2014-07,Georgia,Office Supplies,60+,Medium (50-500),1,162.89,76.56,162.89,1
2014-07,Illinois,Office Supplies,18-24,Low (<50),1,29.93,-46.39,29.93,1
2014-07,Illinois,Office Supplies,35-44,Medium (50-500),1,123.55,-29.34,123.55,1
2014-07,Illinois,Office Supplies,45-59,Low (<50),1,35.86,13.0,35.86,1
2014-07,Illinois,Technology,18-24,Low (<50),1,38.27,3.83,38.27,1
2014-07,Illinois,Technology,45-59,Low (<50),1,23.84,3.28,23.84,1
2014-07,Mississippi,Office Supplies,60+,Low (<50),2,34.06,16.2,17.03,1
2014-07,Mississippi,Technology,60+,Medium (50-500),1,479.97,163.19,479.97,1
2014-07,Montana,Office Supplies,60+,Low (<50),1,6.1,2.21,6.1,1
2014-07,Nebraska,Technology,45-59,Low (<50),1,35.98,10.07,35.98,1
2014-07,Nevada,Furniture,35-44,High (500-1500),1,674.35,-109.58,674.35,1
2014-07,Nevada,Furniture,35-44,Medium (50-500),1,134.01,36.18,134.01,1
2014-07,Nevada,Technology,35-44,High (500-1500),1,911.98,114.0,911.98,1
2014-07,Nevada,Technology,35-44,Medium (50-500),1,170.97,70.1,170.97,1
2014-07,New Jersey,Furniture,60+,High (500-1500),1,854.94,213.74,854.94,1
2014-07,New Jersey,Furniture,60+,Medium (50-500),1,124.11,52.13,124.11,1
2014-07,New Jersey,Office Supplies,60+,Low (<50),2,19.98,9.23,9.99,2
2014-07,New Jersey,Office Supplies,60+,Medium (50-500),1,177.2,83.28,177.2,1
2014-07,New Jersey,Technology,60+,Medium (50-500),2,271.95,77.39,135.98,2
2014-07,New York,Furniture,45-59,Medium (50-500),1,63.88,10.65,63.88,1
2014-07,New York,Office Supplies,18-24,Medium (50-500),1,65.78,32.23,65.78,1
2014-07,New York,Office Supplies,25-34,Low (<50),1,13.9,4.52,13.9,1
2014-07,New York,Office Supplies,45-59,Low (<50),1,17.94,4.49,17.94,1
2014-07,New York,Office Supplies,60+,Low (<50),3,73.36,31.15,24.45,2
2014-07,New York,Technology,18-24,High (500-1500),1,559.99,175.0,559.99,1
2014-07,New York,Technology,25-34,Medium (50-500),1,164.85,47.81,164.85,1
2014-07,New York,Technology,35-44,Medium (50-500),1,99.98,8.0,99.98,1
2014-07,New York,Technology,60+,Medium (50-500),1,159.98,57.59,159.98,1
2014-07,Ohio,Office Supplies,60+,Low (<50),2,53.34,-27.08,26.67,1
2014-07,Pennsylvania,Furniture,45-59,Low (<50),1,31.98,1.2,31.98,1
2014-07,Pennsylvania,Furniture,60+,Medium (50-500),2,241.19,-34.66,120.6,1
2014-07,Pennsylvania,Office Supplies,45-59,Low (<50),1,41.58,4.68,41.58,1
2014-07,Pennsylvania,Technology,45-59,Low (<50),2,37.48,-16.24,18.74,1
2014-07,South Dakota,Office Supplies,60+,Low (<50),1,6.54,2.68,6.54,1
2014-07,South Dakota,Technology,60+,Low (<50),1,2.97,1.31,2.97,1
2014-07,Tennessee,Office Supplies,35-44,Low (<50),1,4.37,0.38,4.37,1
2014-07,Texas,Furniture,35-44,High (500-1500),1,657.93,-93.99,657.93,1
2014-07,Texas,Furniture,45-59,High (500-1500),1,512.36,-14.64,512.36,1
2014-07,Texas,Furniture,45-59,Low (<50),1,17.5,-10.06,17.5,1
2014-07,Texas,Furniture,60+,High (500-1500),1,981.37,-140.2,981.37,1
2014-07,Texas,Furniture,60+,Low (<50),1,16.74,-14.23,16.74,1
2014-07,Texas,Office Supplies,18-24,Low (<50),2,24.72,8.11,12.36,1
2014-07,Texas,Office Supplies,35-44,Low (<50),2,6.04,-14.81,3.02,1
2014-07,Texas,Office Supplies,35-44,Medium (50-500),1,87.92,29.67,87.92,1
2014-07,Texas,Office Supplies,45-59,Low (<50),8,109.31,-37.23,13.66,4
2014-07,Texas,Office Supplies,45-59,Medium (50-500),2,502.2,-79.33,251.1,1
2014-07,Texas,Office Supplies,45-59,Very High (1500+),1,2177.58,-3701.89,2177.58,1
2014-07,Texas,Office Supplies,60+,Medium (50-500),1,342.86,38.57,342.86,1
2014-07,Texas,Technology,45-59,High (500-1500),1,575.97,43.2,575.97,1
2014-07,Texas,Technology,45-59,Medium (50-500),1,431.14,-26.95,431.14,1
2014-07,Utah,Technology,45-59,Medium (50-500),1,111.93,34.7,111.93,1
2014-07,Virginia,Office Supplies,35-44,Low (<50),2,37.44,18.56,18.72,1
2014-07,Washington,Furniture,60+,High (500-1500),1,1367.84,259.89,1367.84,1
2014-07,Washington,Furniture,60+,Medium (50-500),1,123.14,13.85,123.14,1
2014-07,Washington,Office Supplies,35-44,Low (<50),1,19.92,6.97,19.92,1
2014-07,Washington,Office Supplies,60+,Low (<50),1,11.26,3.8,11.26,1
2014-08,Arizona,Furniture,60+,Medium (50-500),1,121.38,-3.03,121.38,1
2014-08,Arizona,Office Supplies,18-24,Low (<50),2,13.81,-7.49,6.9,1
2014-08,Arizona,Office Supplies,60+,Medium (50-500),1,93.02,33.72,93.02,1
2014-08,Arizona,Technology,60+,Medium (50-500),1,95.98,-10.8,95.98,1
2014-08,Arkansas,Furniture,18-24,High (500-1500),1,638.82,172.48,638.82,1
2014-08,Arkansas,Office Supplies,60+,Low (<50),2,30.63,12.82,15.32,1
2014-08,Arkansas,Office Supplies,60+,Medium (50-500),1,114.2,52.53,114.2,1
2014-08,Arkansas,Technology,60+,Medium (50-500),1,339.96,122.39,339.96,1
2014-08,California,Furniture,18-24,Medium (50-500),2,522.9,79.58,261.45,2
2014-08,California,Furniture,25-34,Medium (50-500),2,425.58,52.87,212.79,2
2014-08,California,Furniture,35-44,Medium (50-500),1,289.24,26.03,289.24,1
2014-08,California,Furniture,60+,Low (<50),1,6.28,2.64,6.28,1
2014-08,California,Office Supplies,18-24,Low (<50),2,64.3,21.34,32.15,1
2014-08,California,Office Supplies,18-24,Medium (50-500),4,745.25,216.77,186.31,3
2014-08,California,Office Supplies,25-34,Low (<50),1,20.94,9.84,20.94,1
2014-08,California,Office Supplies,25-34,Medium (50-500),1,110.96,53.26,110.96,1
2014-08,California,Office Supplies,35-44,Medium (50-500),1,69.46,22.57,69.46,1
2014-08,California,Office Supplies,45-59,Low (<50),5,115.09,43.23,23.02,4
2014-08,California,Office Supplies,45-59,Medium (50-500),1,109.92,53.86,109.92,1
2014-08,California,Office Supplies,60+,Low (<50),6,162.25,48.74,27.04,4
2014-08,California,Technology,18-24,High (500-1500),1,1199.98,434.99,1199.98,1
2014-08,California,Technology,18-24,Medium (50-500),2,622.76,78.73,311.38,2
2014-08,California,Technology,25-34,High (500-1500),1,806.34,50.4,806.34,1
2014-08,California,Technology,45-59,Medium (50-500),1,213.48,16.01,213.48,1
2014-08,California,Technology,60+,Low (<50),1,16.36,1.64,16.36,1
2014-08,California,Technology,60+,Medium (50-500),1,95.1,30.43,95.1,1
2014-08,Colorado,Furniture,45-59,Medium (50-500),1,218.75,-161.88,218.75,1
2014-08,Colorado,Furniture,60+,Low (<50),1,4.22,1.27,4.22,1
2014-08,Colorado,Office Supplies,45-59,Low (<50),1,2.6,0.29,2.6,1
2014-08,Colorado,Office Supplies,60+,Low (<50),3,53.46,16.84,17.82,1
2014-08,Colorado,Office Supplies,60+,Medium (50-500),1,223.06,69.7,223.06,1
2014-08,Colorado,Technology,60+,Medium (50-500),1,143.64,10.77,143.64,1
2014-08,Connecticut,Furniture,18-24,High (500-1500),1,1133.35,294.67,1133.35,1
2014-08,Connecticut,Office Supplies,18-24,Low (<50),1,4.56,2.01,4.56,1
2014-08,Connecticut,Office Supplies,18-24,Medium (50-500),1,79.47,22.25,79.47,1
2014-08,Connecticut,Office Supplies,45-59,Low (<50),1,25.3,11.89,25.3,1
2014-08,Connecticut,Office Supplies,45-59,Medium (50-500),2,158.88,39.81,79.44,2
2014-08,Delaware,Furniture,60+,Low (<50),1,10.68,4.06,10.68,1
2014-08,Delaware,Office Supplies,60+,Low (<50),3,29.36,12.56,9.79,2
2014-08,Delaware,Technology,60+,Medium (50-500),1,149.97,52.49,149.97,1
2014-08,Florida,Furniture,35-44,Medium (50-500),1,155.46,-7.77,155.46,1
2014-08,Florida,Furniture,45-59,Medium (50-500),1,174.06,-110.76,174.06,1
2014-08,Florida,Office Supplies,25-34,Low (<50),1,15.55,5.44,15.55,1
2014-08,Florida,Office Supplies,35-44,Low (<50),1,7.63,-1.81,7.63,1
